"Dossard","Place","Nom","Club","Cat","Resultats","Valeur","Pts_course","Temps_pur","Penalites","Portes","ID_competition","ID_course","annee","Type","NomCompet","NumCourse","Date","Embarcation"
"200","1","Lucie Prioux","Association Vezere Canoe Kayak","S","107.68","182.27","98.3","105.68","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"206","2","Camille Castryck","Cesson Sevigne Canoe Kayak Les Poissons Volants","S","108.26","109.33","104.07","104.26","4","0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"207","3","Laurene Roisin","Canoe Kayak Toulousain","S","109.68","97.6","118.17","107.68","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"195","4","Perrine Joubert","Angouleme Canoe Kayak","S","113.54","259.02","156.51","109.54","4","0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"199","5","Youlia Estanguet","Pau Canoe-kayak Club Universitaire","S","115.45","183.77","175.49","115.45","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"205","6","Zoe Laurent","Ancerville-bar Le Duc","S","116.68","130.76","187.7","114.68","2","2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"202","7","Romane Regnier","Kayak Club De Rennes","S","120.11","164.15","221.78","118.11","2","0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"194","8","Julia Budzinski","C.k.c. Nancy Tomblaine","S","122.78","261.93","248.3","118.78","4","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"204","9","Fanchon Janssen","Golbey Epinal St Nabord","S","128.36","157.68","303.73","122.36","6","0-2-2-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"203","10","Laurine Salesse","Pau Canoe-kayak Club Universitaire","S","176.98","163.98","786.68","122.98","54","0-0-0-0-0-2-0-2-0-0-0-0-0-0-0-50-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"59","1","Jules Bernardet","Canoe Kayak Pontarlier","S","91.49","68.17","67.31","89.49","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"57","2","Adrien Fischer","Eaux Vives Oyonnax C.k.","S","93.23","77.01","87.07","89.23","4","0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"28","3","Tomy Dandonneau","Pau Canoe-kayak Club Universitaire","S","93.53","177.21","90.47","93.53","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"26","4","Paul Cascarino","Canoe Kayak Club France","S","94.09","175.53","96.83","94.09","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"32","5","Hugo Latimier","Golbey Epinal St Nabord","S","94.11","167.06","97.06","94.11","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"56","6","Yohann Senechault","Canoe Kayak Club France","S","94.58","83.95","102.39","90.58","4","0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"54","7","Tanguy Adisson","Club De Canoe-kayak Des Ecrins","S","95.58","87.39","113.74","93.58","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"60","8","Mewen Debliquy","Cesson Sevigne Canoe Kayak Les Poissons Volants","S","97.91","38.38","140.19","93.91","4","0-0-0-2-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"58","9","Martin Cornu","Lannion Canoe Kayak","J","110.33","78.59","281.19","106.33","4","0-0-2-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"42","10","Elouan Debliquy","Cesson Sevigne Canoe Kayak Les Poissons Volants","J","145.04","120.16","675.23","93.04","52","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50-0-0-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"106","1","Emma Vuitton","Muret Olympique C.k.","S","96.64","32.81","48.11","96.64","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"101","2","Nina Pesce-roue","Red Star Club Champigny","S","100.25","124.12","86.19","100.25","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"98","3","Carole Bouzidi","Ckc Vallee De L'ain","V1","101.79","137.25","102.43","99.79","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"104","4","Marie-zelia Lafont","Orthez Nautique C.k.","V1","105.23","77.47","138.72","103.23","2","2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"97","5","LÉna Quemerais","Lannion Canoe Kayak","J","109.29","147.32","181.55","107.29","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"100","6","Laurene Roisin","Canoe Kayak Toulousain","S","110.89","132.1","198.43","106.89","4","0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"71","7","Zelie Ferraris","La Plagne Eaux Vives","S","114.57","208.16","237.24","114.57","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"80","8","Camille Brugvin","Torcy Canoe Kayak","J","115.37","213.05","245.68","111.37","4","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"91","9","Laura Pellicer","Golbey Epinal St Nabord","S","116.74","166.64","260.14","114.74","2","0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"64","10","Rozmarina Estanguet","Pau Canoe-kayak Club Universitaire","J","125.09","287.88","348.22","117.09","8","0-2-0-0-2-0-0-0-0-2-0-0-0-2-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1D"
"119","1","Benjamin Renia","Pau Canoe-kayak Club Universitaire","S","83.8","302.22","27.58","81.8","2","0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"181","2","Anatole Delassus","Pau Canoe-kayak Club Universitaire","S","84.58","26.58","36.88","84.58","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"180","3","Mathurin Madore","Red Star Club Champigny","S","85.12","33.76","43.31","83.12","2","0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"177","4","Mathis Soudi","Kayak Club De Rennes","S","86.44","49.48","59.05","86.44","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"172","5","Lukas Estanguet-santamaria","Pau Canoe-kayak Club Universitaire","S","87.13","66.39","67.27","85.13","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"183","6","Titouan Castryck","Cesson Sevigne Canoe Kayak Les Poissons Volants","S","134.61","20.53","633.24","84.61","50","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"165","7","Gino Benini","V.p.a. Pont D'arc","S","138.16","83.51","675.55","86.16","52","0-50-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"171","8","Noe Perreau","Torcy Canoe Kayak","S","138.45","64.99","679.01","88.45","50","0-0-0-0-0-0-0-0-0-0-0-0-50-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"138","9","Jonah Hanrahan","Pau Canoe-kayak Club Universitaire","J","138.85","127.57","683.78","86.85","52","0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"178","10","Mathieu Biazizzo","Golbey Epinal St Nabord","S","139.1","42.64","686.76","87.1","52","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","K1H"
"201","1","Laura Pellicer","Golbey Epinal St Nabord","S","113.65","172.23","162.61","109.65","4","2-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"197","2","LÉna Quemerais","Lannion Canoe Kayak","J","124","200.53","265.41","118","6","0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"193","3","Rozmarina Estanguet","Pau Canoe-kayak Club Universitaire","J","126.6","268.6","291.24","122.6","4","0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"198","4","Nina Pesce-roue","Red Star Club Champigny","S","128.85","193.03","313.59","122.85","6","0-0-0-0-2-0-0-2-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"191","5","Camille Brugvin","Torcy Canoe Kayak","J","136.73","316.05","391.87","126.73","10","2-0-0-0-0-0-0-0-0-0-0-2-0-0-0-2-2-0-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"196","6","Camille Vuitton","Muret Olympique C.k.","J","139.54","243.25","419.78","131.54","8","2-0-0-0-0-0-2-0-0-2-0-0-0-0-0-0-0-0-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"188","7","Laurette Laly","Cesson Sevigne Canoe Kayak Les Poissons Volants","C","140.73","340.92","431.6","140.73","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"189","8","Suzanne Brossard","Association Vezere Canoe Kayak","J","143.2","335.44","456.13","137.2","6","0-2-0-0-2-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"185","9","Eva Marchand","Canoe Kayak De Quimperle","S","148.4","405.3","507.79","146.4","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"192","10","Emilie Moret","Golbey Epinal St Nabord","C","158.41","295.74","607.22","154.41","4","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"187","11","Margot Lapeze","Orthez Nautique C.k.","C","171.83","365.48","740.53","115.83","56","0-0-0-0-0-2-0-50-0-0-0-0-0-0-0-0-2-0-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"190","12","Honorine Pichard","Cesson Sevigne Canoe Kayak Les Poissons Volants","J","190.37","319.03","924.7","132.37","58","0-0-0-2-0-0-2-0-0-0-0-0-0-2-0-0-0-0-0-0-2-50-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"184","13","Oceane Sedrue","Canoe Kayak Jarnac Sports","S","413.63","575.92","3142.42","157.63","256","50-2-0-0-0-0-0-50-50-0-0-0-0-0-0-2-50-0-0-0-50-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1D"
"39","1","Jules Latimier","Golbey Epinal St Nabord","S","91.96","143.46","77.65","91.96","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"43","2","Titouan Estanguet","Pau Canoe-kayak Club Universitaire","J","92.5","129.95","83.78","92.5","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"51","3","Lucas Roisin","Canoe Kayak Toulousain","S","92.89","108.46","88.21","92.89","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"53","4","Glen Le Meur","Canoe Kayak Du Pays De Broceliande","S","94.06","92.13","101.49","94.06","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"52","5","Marc Sarramea","Alck Bagneres De Bigorre","S","98.4","102.74","150.76","96.4","2","0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"40","6","Pierre Antoine Tillard","Pau Canoe-kayak Club Universitaire","V1","99.03","142.97","157.91","95.03","4","0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"20","7","Alois Brucher","Red Star Club Champigny","J","99.13","216.38","159.04","99.13","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"21","8","Louison Decarsin","Les Castors Rislois Ck Pont-audemer","S","100.9","207.66","179.14","98.9","2","0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"48","9","Jean Pierre Bourhis","Ck De Quimper Cornouaille","S","100.96","120.72","179.82","100.96","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"35","10","Corentin Oulhen","Les Alligators - Landerneau","S","101.23","163.38","182.88","99.23","2","0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"49","11","Valentin Marteil","Club Loisirs Pop. Lochrist","S","101.66","117.49","187.77","99.66","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"25","12","Timothee Cornu","Kayak Club De Rennes","S","101.84","197.34","189.81","99.84","2","0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"33","13","Nicolas Ducrocq","C.k.c. Beaurainvillois","S","102.72","171.46","199.8","98.72","4","0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"47","14","Hector Combes","Canoe Kayak Club France","S","104.28","123.23","217.51","100.28","4","0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"22","15","Etienne Daille","Ckc Vallee De L'ain","V1","104.71","207.22","222.39","102.71","2","0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"29","16","Gireg Hamoniaux","Canoe Kayak De Quimperle","S","104.73","186","222.62","102.73","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"23","17","Emeric Nieser","Etoile Amou Canoe Kayak","S","104.78","199.85","223.19","102.78","2","0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"18","18","Emilien Kempf","Kayak Club De Metz","S","104.82","224.42","223.64","104.82","0","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"27","19","Thibault Blaise","C.k.c. Nancy Tomblaine","S","105.05","191.93","226.26","103.05","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"19","20","Antoine Guerne","Golbey Epinal St Nabord","J","105.49","217.82","231.25","103.49","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"16","21","Cyrian Menuat","Canoe Kayak Club De Mehun","C","106.34","242.44","240.89","104.34","2","0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"45","22","Quentin Maillefer","Golbey Epinal St Nabord","S","106.38","128.61","241.35","98.38","8","0-2-0-0-0-2-0-0-0-0-0-0-0-0-0-2-0-0-0-0-2-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"24","23","Emilien Courtiade","Etoile Amou Canoe Kayak","S","107.07","199.01","249.18","99.07","8","2-0-0-0-0-0-0-0-2-0-0-0-0-2-0-0-0-0-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"46","24","Julien Pajaud","Cadpa Huningue","S","107.12","126.62","249.75","103.12","4","2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"10","25","Aurelien Merieux Danneaux","Sports Nautiques Asfeld","S","107.82","179.93","257.7","101.82","6","0-2-0-2-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"36","26","Clement Brotier","Kayak Club Angerien","S","108.29","160.97","263.03","100.29","8","0-0-0-0-0-0-0-2-0-2-0-0-0-0-0-2-0-0-0-2-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"38","27","Loic Trenchant","Cadpa Huningue","S","108.43","158.2","264.63","106.43","2","0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"12","28","Alexandre Ghirardi","Canoe Kayak Club France","S","110.27","302.97","285.51","106.27","4","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-2-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"37","29","Luc Sarramea","Alck Bagneres De Bigorre","S","111.67","158.38","301.4","109.67","2","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
"41","30","Jason Brothier","Pau Canoe-kayak Club Universitaire","S","113.3","133.9","319.91","105.3","8","0-0-0-0-0-2-2-0-0-0-0-0-0-2-0-0-2-0-0-0-0-0-0-0-2",4255,20120427,2024,"Manche 3 de la Coupe de France National 1 Slalom","35510 Cesson SÉvignÉ","Finale","2024-04-20","C1H"
